,topBrand,category,categoryCode,barcode,name,cpg,_id,brandCode
300,False,Canned Goods & Soups,,511111204435,Campbell's Slow Kettle,"{'$ref': 'Cogs', '$id': {'$oid': '5a734034e4b0d58f376be874'}}",{'$oid': '5ab1589ae4b0915382df7621'},CAMPBELLS SLOW KETTLE 
301,False,Snacks,,511111304494,Archway,"{'$ref': 'Cogs', '$id': {'$oid': '5a734034e4b0d58f376be874'}}",{'$oid': '5afda22ee4b03bf01c2a2965'},ARCHWAY
302,False,Condiments & Sauces,,511111901099,Kraft Salad Dressing,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",{'$oid': '588b9ff4e4b02187f85cdadb'},
303,False,Health & Wellness,HEALTHY_AND_WELLNESS,511111314653,Bayer® Aspirin,"{'$ref': 'Cogs', '$id': {'$oid': '5d9b4f591dda2c6225a284aa'}}",{'$oid': '5ec2dde7be37ce5234ec36bb'},BAYER® ASPIRIN
304,False,Baking,BAKING,511111818977,test brand @1610055793449,"{'$ref': 'Cogs', '$id': {'$oid': '5ff78071be37ce6a424ca0e7'}}",{'$oid': '5ff78071be37ce6a424ca0e9'},TEST BRANDCODE @1610055793449
305,False,Baking,BAKING,511111318965,test brand @1610055793411,"{'$ref': 'Cogs', '$id': {'$oid': '5ff78071be37ce6a424ca0e7'}}",{'$oid': '5ff78071be37ce6a424ca0e8'},TEST BRANDCODE @1610055793411
306,False,Baking,BAKING,511111018988,test brand @1610055793500,"{'$ref': 'Cogs', '$id': {'$oid': '5ff78071be37ce6a424ca0e7'}}",{'$oid': '5ff78071be37ce6a424ca0ea'},TEST BRANDCODE @1610055793500
307,False,Candy & Sweets,CANDY_AND_SWEETS,511111719007,test brand @1610055794196,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",{'$oid': '5ff78072be37ce6a424ca0ec'},TEST BRANDCODE @1610055794196
308,False,Baking,BAKING,511111518990,test brand @1610055793537,"{'$ref': 'Cogs', '$id': {'$oid': '5ff78071be37ce6a424ca0e7'}}",{'$oid': '5ff78071be37ce6a424ca0eb'},TEST BRANDCODE @1610055793537
309,False,Baking,BAKING,511111219019,test brand @1610058181548,"{'$ref': 'Cogs', '$id': {'$oid': '5ff789c5be37ce786ba0f6a2'}}",{'$oid': '5ff789c5be37ce786ba0f6a3'},TEST BRANDCODE @1610058181549
310,False,Baking,BAKING,511111718918,test brand @1610053719944,"{'$ref': 'Cogs', '$id': {'$oid': '5ff77857be37ce58ce500839'}}",{'$oid': '5ff77857be37ce58ce50083c'},TEST BRANDCODE @1610053719944
311,False,Baking,BAKING,511111918929,test brand @1610053719998,"{'$ref': 'Cogs', '$id': {'$oid': '5ff77857be37ce58ce500839'}}",{'$oid': '5ff77858be37ce58ce50083d'},TEST BRANDCODE @1610053719998
312,False,Baking,BAKING,511111118954,test brand @1610055792794,"{'$ref': 'Cogs', '$id': {'$oid': '5ff78070be37ce6a424ca0e5'}}",{'$oid': '5ff78070be37ce6a424ca0e6'},
313,False,Baking,BAKING,511111218906,test brand @1610053719869,"{'$ref': 'Cogs', '$id': {'$oid': '5ff77857be37ce58ce500839'}}",{'$oid': '5ff77857be37ce58ce50083b'},TEST BRANDCODE @1610053719869
314,False,Baking,BAKING,511111618942,test brand @1610053721248,"{'$ref': 'Cogs', '$id': {'$oid': '5ff77859be37ce58ce50083f'}}",{'$oid': '5ff77859be37ce58ce500840'},
315,False,Candy & Sweets,CANDY_AND_SWEETS,511111418931,test brand @1610053721033,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",{'$oid': '5ff77859be37ce58ce50083e'},TEST BRANDCODE @1610053721033
316,False,Personal Care,PERSONAL_CARE,511111004639,Depend,"{'$ref': 'Cogs', '$id': {'$oid': '550b2565e4b001d5e9e4146f'}}",{'$oid': '5bd200c690fa074576779a16'},DEPEND
317,False,Candy & Sweets,CANDY_AND_SWEETS,511111318521,test brand @1608313322283,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",{'$oid': '5fdce9eabe37ce5fa8ba59db'},TEST BRANDCODE @1608313322283
318,False,Baking,BAKING,511111118510,test brand @1608313321374,"{'$ref': 'Cogs', '$id': {'$oid': '5fdce9e9be37ce5fa8ba59d6'}}",{'$oid': '5fdce9e9be37ce5fa8ba59da'},TEST BRANDCODE @1608313321374
319,False,Baking,BAKING,511111518488,test brand @1608313321191,"{'$ref': 'Cogs', '$id': {'$oid': '5fdce9e9be37ce5fa8ba59d6'}}",{'$oid': '5fdce9e9be37ce5fa8ba59d7'},TEST BRANDCODE @1608313321191
320,False,Baking,BAKING,511111618508,test brand @1608313321301,"{'$ref': 'Cogs', '$id': {'$oid': '5fdce9e9be37ce5fa8ba59d6'}}",{'$oid': '5fdce9e9be37ce5fa8ba59d9'},TEST BRANDCODE @1608313321301
321,False,Baking,BAKING,511111018490,test brand @1608313321222,"{'$ref': 'Cogs', '$id': {'$oid': '5fdce9e9be37ce5fa8ba59d6'}}",{'$oid': '5fdce9e9be37ce5fa8ba59d8'},TEST BRANDCODE @1608313321222
322,,Snacks,,511111005933,Nature Valley™,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",{'$oid': '5daf35a8a60b87376833e35d'},NATURE VALLEY
323,,Baking,BAKING,511111215981,test brand @1598633693767,"{'$ref': 'Cogs', '$id': {'$oid': '5f4936ddbe37ce52f8314fda'}}",{'$oid': '5f4936ddbe37ce52f8314fdd'},TEST BRANDCODE @1598633693767
324,,Baking,BAKING,511111715993,test brand @1598633693791,"{'$ref': 'Cogs', '$id': {'$oid': '5f4936ddbe37ce52f8314fda'}}",{'$oid': '5f4936ddbe37ce52f8314fde'},TEST BRANDCODE @1598633693791
325,False,Bread & Bakery,BREAD_AND_BAKERY,511111117407,Anzio ,"{'$ref': 'Cogs', '$id': {'$oid': '5fb6b608be37ce522e165cb9'}}",{'$oid': '5fb6b82dbe37ce522e165cbc'},ANZIO
326,,Magazines,,511111705000,Family Circle,"{'$ref': 'Cogs', '$id': {'$oid': '5d5d4fd16d5f3b23d1bc7905'}}",{'$oid': '5d641306a3a018514994f427'},511111705000
327,,,,511111002598,Diet Rite,"{'$ref': 'Cogs', '$id': {'$oid': '55b62995e4b0d8e685c14213'}}",{'$oid': '55b630f5e4b0d8e685c14222'},
328,,Dairy,,511111806172,Hershey's Whipped Topping,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",{'$oid': '5db780a6a60b87376833e369'},HERSHEY'S WHIPPED TOPPING
329,,Baking,BAKING,511111515968,test brand @1598633693720,"{'$ref': 'Cogs', '$id': {'$oid': '5f4936ddbe37ce52f8314fda'}}",{'$oid': '5f4936ddbe37ce52f8314fdb'},TEST BRANDCODE @1598633693720
330,,,,511111804048,Eggo,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5f2e4b03c9a25efd0aa'}}",{'$oid': '5332f5f2e4b03c9a25efd0a9'},
331,False,Baking,BAKING,511111617341,test brand @1605535020671,"{'$ref': 'Cogs', '$id': {'$oid': '5fb2852cbe37ce522e165cae'}}",{'$oid': '5fb2852cbe37ce522e165cb2'},TEST BRANDCODE @1605535020671
332,,Dairy,,511111200802,IMPERIAL,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",{'$oid': '592486bee410d61fcea3d12e'},IMPERIAL
333,,,,511111502425,Modelo Especial,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f7a7e4b03c9a25efd134'}}",{'$oid': '57c082a6e4b0718ff5fcb03b'},
334,,Health & Wellness,,511111305637,ALEVE® PM NIGHT TIME,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",{'$oid': '5da606ae1dda2c3e1416ae86'},ALEVE PM NIGHT TIME
335,,Baking,BAKING,511111117124,test brand @1603925787294,"{'$ref': 'Cogs', '$id': {'$oid': '5f99f71bbe37ce13da9eade6'}}",{'$oid': '5f99f71bbe37ce13da9eade7'},TEST BRANDCODE @1603925787294
336,False,Personal Care,,511111904229,ApotheCARE Essentials,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f6e4b03c9a25efd0b4'}}",{'$oid': '5a8c5e74e4b07f0a2dac8947'},APOTHECARE ESSENTIALS
337,False,Beer Wine Spirits,,511111902256,Henry's Hard Soda,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f709e4b03c9a25efd0f1'}}",{'$oid': '57e5817ae4b0ac389136a30c'},HENRY WEINHARD'S
338,False,Canned Goods & Soups,,511111204367,Campbell's Chunky,"{'$ref': 'Cogs', '$id': {'$oid': '5a734034e4b0d58f376be874'}}",{'$oid': '5ab15392e4b0915382df761d'},CAMPBELLS CHUNKY 
339,,Health & Wellness,,511111914051,ONE A DAY® WOMENS,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",{'$oid': '5e5ff265ee7f2d0b35b2a18f'},ONE A DAY® WOMENS
340,,Baking,BAKING,511111415060,test brand @1595340085980,"{'$ref': 'Cogs', '$id': {'$oid': '5f16f535be37ce2b30061e24'}}",{'$oid': '5f16f536be37ce2b30061e25'},TEST BRANDCODE @1595340085980
341,,,,511111502869,Town House,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5f2e4b03c9a25efd0aa'}}",{'$oid': '5332fb83e4b03c9a25efd24a'},
342,,Outdoor,OUTDOOR,511111515036,Kingsford Charcoal,"{'$ref': 'Cogs', '$id': {'$oid': '5eebc5412455c97a877ef382'}}",{'$oid': '5ef38672be37ce02da95b72f'},KINGSFORD
343,,Dairy,,511111206101,Yoplait® Go-GURT®,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",{'$oid': '5daf6baaa60b87376833e364'},YOPLAIT GO-GURT
344,True,Snacks,,511111700531,FRITO-LAY,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",{'$oid': '5a4d1f06e4b0d5c3fd86b678'},FRITO-LAY
345,False,Condiments & Sauces,,511111502142,Grey Poupon,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",{'$oid': '57ebc003e4b0ac389136a333'},GREY POUPON
346,,Baking,BAKING,511111915799,test brand @1598296704763,"{'$ref': 'Cogs', '$id': {'$oid': '5f441280be37ce5dbe9b7c7d'}}",{'$oid': '5f441280be37ce5dbe9b7c80'},TEST BRANDCODE @1598296704763
347,,Health & Wellness,HEALTHY_AND_WELLNESS,511111814641,Berroca®,"{'$ref': 'Cogs', '$id': {'$oid': '5d9b4f591dda2c6225a284aa'}}",{'$oid': '5ec2dda8be37ce5234ec36ba'},BERROCA®
348,False,Beverages,,511111301301,Propel,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",{'$oid': '58861c7f4e8d0d20bc42c4f9'},PROPEL
349,False,Beer Wine Spirits,,511111700975,Milwaukee's Best Ice,"{'$ref': 'Cogs', '$id': {'$oid': '5332f709e4b03c9a25efd0f1'}}",{'$oid': '58b59a68e4b0857c2ddb7257'},MILWAUKEE'S BEST
350,,,,511111703778,NOS,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5ebe4b03c9a25efd0a8'}}",{'$oid': '5332f753e4b03c9a25efd10f'},
351,,Snacks,,511111400486,SPITZ,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",{'$oid': '5a4d250ce4b0d5c3fd86b67b'},SPITZ
352,,Snacks,,511111405535,IMAGINE,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",{'$oid': '5d9d0270a60b87376833e347'},IMAGINE
353,,,,511111905196,BETTER HOMES AND GARDENS Special Edition Magazine - Food ,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",{'$oid': '5d658fd1a3a018514994f431'},
354,,Candy & Sweets,CANDY_AND_SWEETS,511111215332,test brand @1597342520969,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",{'$oid': '5f358338be37ce443bf9d55c'},TEST BRANDCODE @1597342520969
355,False,Beer Wine Spirits,,511111900986,Steel Reserve Alloy Series,"{'$ref': 'Cogs', '$id': {'$oid': '5332f709e4b03c9a25efd0f1'}}",{'$oid': '58b599fee4b0857c2ddb7256'},
356,,Beer Wine Spirits,,511111800156,Tusk & Grain,"{'$ref': 'Cogs', '$id': {'$oid': '5332f709e4b03c9a25efd0f1'}}",{'$oid': '5a5d278de4b0db471c2d042f'},TUSK & GRAIN
357,False,Beer Wine Spirits,,511111103370,Redd's Apple Ale,"{'$ref': 'Cogs', '$id': {'$oid': '5332f709e4b03c9a25efd0f1'}}",{'$oid': '5332f7eee4b03c9a25efd15e'},REDD'S ALE
358,False,Snacks,,511111104469,Lance,"{'$ref': 'Cogs', '$id': {'$oid': '5a734034e4b0d58f376be874'}}",{'$oid': '5afda18ee4b0c11cfecd49f5'},LANCE
359,False,Grocery,,511111104186,Pacific Foods,"{'$ref': 'Cogs', '$id': {'$oid': '5a734034e4b0d58f376be874'}}",{'$oid': '5a8c363ce4b0ccf165fac9e7'},PACIFIC FOODS
360,,Dairy,,511111606376,Yoplait® Dunkers,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",{'$oid': '5dd557081dda2c1971449a7a'},YOPLAIT DUNKERS
361,,,,511111603641,Fiber One,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",{'$oid': '5332f774e4b03c9a25efd126'},
362,,Baking,BAKING,511111415855,test brand @1598554813705,"{'$ref': 'Cogs', '$id': {'$oid': '5f4802bdbe37ce0c8303373c'}}",{'$oid': '5f4802bdbe37ce0c8303373f'},TEST BRANDCODE @1598554813705
363,False,Canned Goods & Soups,,511111800590,LIPTON Soup,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f6e4b03c9a25efd0b4'}}",{'$oid': '5a021703e4b00efe02b02a58'},LIPTON Soup
364,,Breakfast & Cereal,,511111406341,Minions™ Cereal,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",{'$oid': '5dc2da1fa60b873d6b0666d3'},MINIONS CEREAL
365,,Household,,511111504856,LOVE HOME AND PLANET,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f6e4b03c9a25efd0b4'}}",{'$oid': '5d2f69a6a3a01810a2174aec'},LOVE HOME AND PLANET
366,,Baking,BAKING,511111015185,test brand @1595968943012,"{'$ref': 'Cogs', '$id': {'$oid': '5f208daebe37ce7958c59520'}}",{'$oid': '5f208dafbe37ce7958c59522'},TEST BRANDCODE @1595968943012
367,,Health & Wellness,HEALTHY_AND_WELLNESS,511111715276,OneTouch®,"{'$ref': 'Cogs', '$id': {'$oid': '5f036ccc2455c947fde9362f'}}",{'$oid': '5f2336cfbe37ce7958c5952c'},ONETOUCH
368,,Baking,BAKING,511111015536,test brand @1597935986247,"{'$ref': 'Cogs', '$id': {'$oid': '5f3e9172be37ce5a0e01b952'}}",{'$oid': '5f3e9172be37ce5a0e01b953'},TEST BRANDCODE @1597935986248
369,False,Dairy,,511111902690,Kraft,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",{'$oid': '55a41b88e4b0d0a65b3692f0'},KRAFT
370,,Breakfast & Cereal,,511111906124,Basic 4™,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",{'$oid': '5daf70071dda2c3e1416ae9e'},BASIC 4
371,False,Canned Goods & Soups,,511111804116,Wolfgang Puck,"{'$ref': 'Cogs', '$id': {'$oid': '5a734034e4b0d58f376be874'}}",{'$oid': '5a8c31bfe4b0ccf165fac9e4'},WOLFGANG PUCK
372,,Baking,BAKING,511111516842,test brand @1601659120828,"{'$ref': 'Cogs', '$id': {'$oid': '5f7760f0be37ce1d26d7b7a2'}}",{'$oid': '5f7760f0be37ce1d26d7b7a5'},TEST BRANDCODE @1601659120828
373,,Baking,BAKING,511111317159,test brand @1603925787441,"{'$ref': 'Cogs', '$id': {'$oid': '5f99f71bbe37ce13da9eade6'}}",{'$oid': '5f99f71bbe37ce13da9eadea'},TEST BRANDCODE @1603925787441
374,,Breakfast & Cereal,,511111704218,The Soulfull Project,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",{'$oid': '5a8c378ce4b07f0a2dac8946'},THE SOULFUL PROJECT
375,,Candy & Sweets,CANDY_AND_SWEETS,511111815945,test brand @1598633602924,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",{'$oid': '5f493682be37ce52f8314fd0'},TEST BRANDCODE @1598633602924
376,False,Baking,,511111901860,Dream Whip,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",{'$oid': '580dff97e4b0f32b2de21381'},DREAM WHIP
377,,Baking,BAKING,511111815457,test brand @1597527951461,"{'$ref': 'Cogs', '$id': {'$oid': '5f38578fbe37ce5178517ad3'}}",{'$oid': '5f38578fbe37ce5178517ad7'},TEST BRANDCODE @1597527951461
378,False,Baking,BAKING,511111718123,test brand @1607639231623,"{'$ref': 'Cogs', '$id': {'$oid': '5fd2a0bfbe37ce49eb72c0ef'}}",{'$oid': '5fd2a0bfbe37ce49eb72c0f0'},TEST BRANDCODE @1607639231623
379,,,,511111903062,Brew Pub,"{'$ref': 'Cpgs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",{'$oid': '5332fa6be4b03c9a25efd217'},
380,False,Snacks,,511111104254,Kjeldsen,"{'$ref': 'Cogs', '$id': {'$oid': '5a734034e4b0d58f376be874'}}",{'$oid': '5a8f64c6e4b0a2e2844f5695'},KJELDSEN
381,,Baking,BAKING,511111316046,test brand @1598635435896,"{'$ref': 'Cogs', '$id': {'$oid': '5f493dabbe37ce64d0ae36ba'}}",{'$oid': '5f493dabbe37ce64d0ae36bd'},TEST BRANDCODE @1598635435896
382,False,Dairy,,511111602040,Kraft Cheese,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",{'$oid': '57ebc134e4b0ac389136a33d'},
383,,Baking,BAKING,511111316602,test brand @1599849713772,"{'$ref': 'Cogs', '$id': {'$oid': '5f5bc4f1be37ce17125ac0e8'}}",{'$oid': '5f5bc4f1be37ce17125ac0ea'},TEST BRANDCODE @1599849713773
384,False,Candy & Sweets,CANDY_AND_SWEETS,511111418092,test brand @1607636369405,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",{'$oid': '5fd29591be37ce38bbbefb2a'},TEST BRANDCODE @1607636369405
385,,Baking,BAKING,511111916727,test brand @1601644363827,"{'$ref': 'Cogs', '$id': {'$oid': '5f77274bbe37ce6b592e90b9'}}",{'$oid': '5f77274bbe37ce6b592e90bc'},TEST BRANDCODE @1601644363827
386,False,Grocery,,511111904175,Pepperidge Farm,"{'$ref': 'Cogs', '$id': {'$oid': '5a734034e4b0d58f376be874'}}",{'$oid': '5a8c35dde4b0ccf165fac9e6'},PEPPERIDGE FARM
387,,,,511111803720,Honest Tea,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5ebe4b03c9a25efd0a8'}}",{'$oid': '5332f760e4b03c9a25efd11a'},
388,,Baking,BAKING,511111315889,test brand @1598554834882,"{'$ref': 'Cogs', '$id': {'$oid': '5f4802d2be37ce0c83033742'}}",{'$oid': '5f4802d2be37ce0c83033743'},
389,False,Baking,BAKING,511111919803,test brand @1611088503689,"{'$ref': 'Cogs', '$id': {'$oid': '60074277be37ce360be639fe'}}",{'$oid': '60074277be37ce360be639ff'},TEST BRANDCODE @1611088503689
390,,Snacks,,511111203278,Pringles,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5f2e4b03c9a25efd0aa'}}",{'$oid': '5332f9f0e4b03c9a25efd1c3'},
391,False,Baking,BAKING,511111917328,test brand @1605535020580,"{'$ref': 'Cogs', '$id': {'$oid': '5fb2852cbe37ce522e165cae'}}",{'$oid': '5fb2852cbe37ce522e165cb0'},TEST BRANDCODE @1605535020580
392,False,Beer Wine Spirits,,511111601395,Miller High Life,"{'$ref': 'Cogs', '$id': {'$oid': '5332f709e4b03c9a25efd0f1'}}",{'$oid': '58861c7e4e8d0d20bc42c4e3'},MILLER HIGH LIFE
393,False,Breakfast & Cereal,,511111101451,Quaker,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",{'$oid': '585b0b23e4b03e62d1ce0e99'},QUAKER
394,,,,511111703334,All Natural,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f7ffe4b03c9a25efd16b'}}",{'$oid': '5332f7ffe4b03c9a25efd16a'},
395,,Health & Wellness,,511111705727,Claritin® KIDS,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",{'$oid': '5da608291dda2c3e1416ae8b'},511111705727
396,False,Dairy,,511111302414,Athenos,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",{'$oid': '57d848efe4b0ac389136a2aa'},ATHENOS
397,,Baking,BAKING,511111916512,test brand @1599159969028,"{'$ref': 'Cogs', '$id': {'$oid': '5f513ea0be37ce21f1287c01'}}",{'$oid': '5f513ea1be37ce21f1287c03'},TEST BRANDCODE @1599159969028
398,,Baking,BAKING,511111815389,test brand @1597350074404,"{'$ref': 'Cogs', '$id': {'$oid': '5f35a0babe37ce6853cff1fd'}}",{'$oid': '5f35a0babe37ce6853cff201'},TEST BRANDCODE @1597350074404
399,,Beauty & Personal Care,,511111100065,Sedal,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",{'$oid': '5a5d2c1fe4b06ba572cf24a8'},SEDAL
400,False,Snacks,,511111404958,Red Rock Deli Chips,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",{'$oid': '5d603537a3a018514994f424'},RED ROCK DELI
401,,Health & Wellness,,511111905684,ALKA SELTZER PLUS® SINUS CAP/ GEL/ TAB,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",{'$oid': '5da607a9a60b87376833e34f'},ALKA SELTZER PLUS SINUS CAP/ GEL/ TAB
402,,Baking,BAKING,511111915911,test brand @1598633602253,"{'$ref': 'Cogs', '$id': {'$oid': '5f493682be37ce52f8314fcb'}}",{'$oid': '5f493682be37ce52f8314fcd'},TEST BRANDCODE @1598633602253
403,,Snacks,,511111301530,Smartfood,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",{'$oid': '585a970ee4b03e62d1ce0e91'},SMARTFOOD
404,,Baking,BAKING,511111515685,test brand @1598042673532,"{'$ref': 'Cogs', '$id': {'$oid': '5f403231be37ce5f78d9ed14'}}",{'$oid': '5f403231be37ce5f78d9ed18'},TEST BRANDCODE @1598042673532
405,,Baking,BAKING,511111916956,test brand @1601939762881,"{'$ref': 'Cogs', '$id': {'$oid': '5f7ba932be37ce2f290fb251'}}",{'$oid': '5f7ba932be37ce2f290fb252'},TEST BRANDCODE @1601939762881
406,False,Deli,,511111101222,Oscar Mayer,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",{'$oid': '58863e1ee4b02187f85cdace'},OSCAR MAYER
407,,Beer Wine Spirits,,511111400271,Lech,"{'$ref': 'Cogs', '$id': {'$oid': '5332f709e4b03c9a25efd0f1'}}",{'$oid': '5a5d234be4b06ba572cf249f'},LECH PREMIUM
408,,Magazines,,511111805137,Real Simple,"{'$ref': 'Cogs', '$id': {'$oid': '5d5d4fd16d5f3b23d1bc7905'}}",{'$oid': '5d642d946d5f3b23d1bc7910'},511111805137
409,False,Grocery,GROCERY,511111617785,Heiners,"{'$ref': 'Cogs', '$id': {'$oid': '5fb6b608be37ce522e165cb9'}}",{'$oid': '5fb8292abe37ce522e165ce3'},HEINERS
410,,Magazines,,511111005094,Parents,"{'$ref': 'Cogs', '$id': {'$oid': '5d5d4fd16d5f3b23d1bc7905'}}",{'$oid': '5d6419346d5f3b23d1bc790e'},PARENTS
411,,,,511111203117,Smart Start,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5f2e4b03c9a25efd0aa'}}",{'$oid': '5332fa0ae4b03c9a25efd1dd'},
412,,Condiments & Sauces,,511111504788,The Pioneer Woman,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",{'$oid': '5ccb2ece166eb31bbbadccbe'},PIONEER WOMAN
413,False,Candy & Sweets,CANDY_AND_SWEETS,511111319849,test brand @1611088504474,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",{'$oid': '60074278be37ce360be63a03'},TEST BRANDCODE @1611088504474
414,,Magazines,,511111605102,People en Espanol,"{'$ref': 'Cogs', '$id': {'$oid': '5d5d4fd16d5f3b23d1bc7905'}}",{'$oid': '5d6419746d5f3b23d1bc790f'},511111605102
415,,Beer Wine Spirits,,511111100294,Hop Valley,"{'$ref': 'Cogs', '$id': {'$oid': '5332f709e4b03c9a25efd0f1'}}",{'$oid': '5a5d1fbfe4b0db471c2d0428'},HOP VALLEY
416,,Baking,BAKING,511111215493,test brand @1597861700914,"{'$ref': 'Cogs', '$id': {'$oid': '5f3d6f44be37ce4ddbb1bb3a'}}",{'$oid': '5f3d6f44be37ce4ddbb1bb3c'},TEST BRANDCODE @1597861700914
417,False,Beverages,,511111001836,Yuban Coffee,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",{'$oid': '580dffade4b0f32b2de21384'},YUBAN
418,,Magazines,,511111105114,People Magazine,"{'$ref': 'Cogs', '$id': {'$oid': '5d5d4fd16d5f3b23d1bc7905'}}",{'$oid': '5d6423ffa3a018514994f42c'},511111105114
419,,Baking,BAKING,511111617068,test brand @1603760319682,"{'$ref': 'Cogs', '$id': {'$oid': '5f9770bfbe37ce03d08a2d83'}}",{'$oid': '5f9770bfbe37ce03d08a2d84'},TEST BRANDCODE @1603760319682
420,,Baking,BAKING,511111516286,test brand @1598716509394,"{'$ref': 'Cogs', '$id': {'$oid': '5f4a7a5bbe37ce2d95e65c9f'}}",{'$oid': '5f4a7a5dbe37ce2d95e65ca3'},TEST BRANDCODE @1598716509394
421,,Baking,BAKING,511111415343,test brand @1597342541226,"{'$ref': 'Cogs', '$id': {'$oid': '5f35834dbe37ce443bf9d564'}}",{'$oid': '5f35834dbe37ce443bf9d565'},
422,False,Personal Care,,511111000679,TIGI,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f6e4b03c9a25efd0b4'}}",{'$oid': '592486bfe410d61fcea3d13d'},TIGI
423,,Breakfast & Cereal,,511111805908,Autumn's Gold™,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",{'$oid': '5daf3365a60b87376833e35b'},AUTUMN'S GOLD
424,,Beauty & Personal Care,,511111900108,Brooke Bond,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",{'$oid': '5a5d2a86e4b06ba572cf24a6'},BROOKE BOND
425,,Magazines,,511111105046,Food & Wine Magazine,"{'$ref': 'Cogs', '$id': {'$oid': '5d5d4fd16d5f3b23d1bc7905'}}",{'$oid': '5d6415c66d5f3b23d1bc790c'},511111105046
426,,,,511111702450,Quilmes,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f7a7e4b03c9a25efd134'}}",{'$oid': '57c08285e4b0718ff5fcb038'},
